name,priority,direction,access,protocol,source_port_range,destination_port_range,source_address_prefix,destination_address_prefix
out-test561,561,Outbound,Allow,Tcp,561,561,*,*
out-test562,562,Outbound,Allow,Tcp,562,562,*,*
out-test563,563,Outbound,Allow,Tcp,563,563,*,*
out-test564,564,Outbound,Allow,Tcp,564,564,*,*
out-test565,565,Outbound,Allow,Tcp,565,565,*,*
out-test566,566,Outbound,Allow,Tcp,566,566,*,*
out-test567,567,Outbound,Allow,Tcp,567,567,*,*
out-test568,568,Outbound,Allow,Tcp,568,568,*,*
out-test569,569,Outbound,Allow,Tcp,569,569,*,*
out-test570,570,Outbound,Allow,Tcp,570,570,*,*
out-test571,571,Outbound,Allow,Tcp,571,571,*,*
out-test572,572,Outbound,Allow,Tcp,572,572,*,*
out-test573,573,Outbound,Allow,Tcp,573,573,*,*
out-test574,574,Outbound,Allow,Tcp,574,574,*,*
out-test575,575,Outbound,Allow,Tcp,575,575,*,*
out-test576,576,Outbound,Allow,Tcp,576,576,*,*
out-test577,577,Outbound,Allow,Tcp,577,577,*,*
out-test578,578,Outbound,Allow,Tcp,578,578,*,*
out-test579,579,Outbound,Allow,Tcp,579,579,*,*
out-test580,580,Outbound,Allow,Tcp,580,580,*,*
out-test581,581,Outbound,Allow,Tcp,581,581,*,*
out-test582,582,Outbound,Allow,Tcp,582,582,*,*
out-test583,583,Outbound,Allow,Tcp,583,583,*,*
out-test584,584,Outbound,Allow,Tcp,584,584,*,*
out-test585,585,Outbound,Allow,Tcp,585,585,*,*
out-test586,586,Outbound,Allow,Tcp,586,586,*,*
out-test587,587,Outbound,Allow,Tcp,587,587,*,*
out-test588,588,Outbound,Allow,Tcp,588,588,*,*
out-test589,589,Outbound,Allow,Tcp,589,589,*,*
out-test590,590,Outbound,Allow,Tcp,590,590,*,*
out-test591,591,Outbound,Allow,Tcp,591,591,*,*
out-test592,592,Outbound,Allow,Tcp,592,592,*,*
out-test593,593,Outbound,Allow,Tcp,593,593,*,*
out-test594,594,Outbound,Allow,Tcp,594,594,*,*
out-test595,595,Outbound,Allow,Tcp,595,595,*,*
out-test596,596,Outbound,Allow,Tcp,596,596,*,*
out-test597,597,Outbound,Allow,Tcp,597,597,*,*
out-test598,598,Outbound,Allow,Tcp,598,598,*,*
out-test599,599,Outbound,Allow,Tcp,599,599,*,*
out-test600,600,Outbound,Allow,Tcp,600,600,*,*
